"","Kingdom","Phylum","Class","Order","Family","Genus","Species","latrineAbun","controlAbun"
"ASV_20947","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,1.384,0
"ASV_20948","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,0,0.548
"ASV_20949","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,0,0.966
"ASV_20950","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,0,1.81
"ASV_20951","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,2.314,1.104
"ASV_20952","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,26.442,29.342
"ASV_20953","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,0,0
"ASV_20954","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,0,1.524
"ASV_20955","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,0,2.302
"ASV_20956","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,0,3.122
"ASV_20957","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,0,1.334
"ASV_20958","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,0,0
"ASV_20959","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,0,14.688
"ASV_20960","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,0,0
"ASV_20961","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,9.156,14.938
"ASV_20962","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,0,5.74
"ASV_20963","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,0,2.746
"ASV_20964","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,1.32,0
"ASV_20965","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,0,0
"ASV_20966","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,69.058,0
"ASV_20967","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,0,1.818
"ASV_20968","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,0,4.464
"ASV_20969","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,0,2.062
"ASV_20970","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,0,0
"ASV_20971","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,1.444,0
"ASV_20972","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,0,2.038
"ASV_20973","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,4.288,0
"ASV_20974","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,2.774,0
"ASV_20975","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,3.452,0
"ASV_20976","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,6.032,0
"ASV_20977","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,5.068,0
"ASV_20978","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,13.322,0
"ASV_20979","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,3.664,0
"ASV_20980","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,0,2.422
"ASV_20981","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,0,1.736
"ASV_20982","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,0,0
"ASV_20983","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,0,0
"ASV_20984","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,0,1.674
"ASV_20985","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,0,0
"ASV_20986","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,4.358,0
"ASV_20987","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,0,0
"ASV_20988","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,0,0
"ASV_20989","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,0,1.366
"ASV_20990","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,22.588,19.918
"ASV_20991","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,12.7,0
"ASV_20992","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,1.788,1.496
"ASV_20993","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,3.69,0
"ASV_20994","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,0,12.32
"ASV_20995","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,0,0
"ASV_20996","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,4.858,49.308
"ASV_20997","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,0,4.694
"ASV_20998","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,48.252,0
"ASV_20999","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,0,0
"ASV_21000","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,9.728,0
"ASV_21001","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,22.85,0
"ASV_21002","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,0,0
"ASV_21003","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,6.394,0
"ASV_21004","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,1.47,0
"ASV_21005","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,0,0
"ASV_21006","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA,0,1.656
